,utt,intent,index
11129,turn your volume up,whisper_mode,111
11130,turn up your volume,whisper_mode,111
11131,switch to quiet mode,whisper_mode,111
11132,let's start whispering,whisper_mode,111
11133,let's switch to whisper voice,whisper_mode,111
11134,let's use whisper voice,whisper_mode,111
11135,i decide to switch out of whisper mode,whisper_mode,111
11136,i want to switch out of whisper mode,whisper_mode,111
11137,can you whisper,whisper_mode,111
11138,let's switch out of whisper mode,whisper_mode,111
11139,let's whisper,whisper_mode,111
11140,go to whisper mode,whisper_mode,111
11141,can you switch out of whisper mode,whisper_mode,111
11142,i think we should whisper,whisper_mode,111
11143,shh please speak with a whisper,whisper_mode,111
11144,please turn on whisper mode,whisper_mode,111
11145,go into whisper mode now,whisper_mode,111
11146,i need you to go into whisper mode,whisper_mode,111
11147,please only use a whisper when speaking,whisper_mode,111
11148,i can't be loud and need you to speak more quietly,whisper_mode,111
11149,"go back to whisper mode, please",whisper_mode,111
11150,"change to whisper mode, please",whisper_mode,111
11151,"switch to whisper mode, please",whisper_mode,111
11152,go back to whisper mode,whisper_mode,111
11153,please switch to whisper,whisper_mode,111
11154,switch to the whisper mode,whisper_mode,111
11155,switch over to whisper,whisper_mode,111
11156,switch to whisper please,whisper_mode,111
11157,i want whisper mode to be switched off,whisper_mode,111
11158,i want you to use whisper voice now,whisper_mode,111
11159,please turn on whisper voice,whisper_mode,111
11160,i dont need whisper mode on any more,whisper_mode,111
11161,could you please get out of whisper mode,whisper_mode,111
11162,i need your setting switched to whisper mode right away,whisper_mode,111
11163,please shut off whisper mode for now,whisper_mode,111
11164,make sure to set yourself to whisper mode before i go to the movie,whisper_mode,111
11165,please turn on whisper mode because i am about to be in class,whisper_mode,111
11166,i want your setting adjusted to whisper voice now,whisper_mode,111
11167,please switch to whisper mode for now,whisper_mode,111
11168,please begin using the whisper voice setting,whisper_mode,111
11169,i want you to be in whisper mode now because i am in the library,whisper_mode,111
11170,can you change to the whisper voice setting,whisper_mode,111
11171,please speak with the whisper voice,whisper_mode,111
11172,exit out of whisper mode,whisper_mode,111
11173,is it possible for you to use the whisper voice,whisper_mode,111
11174,switch to whisper mode,whisper_mode,111
11175,i'd like you to use the whisper voice,whisper_mode,111
11176,immediately begin using whisper mode,whisper_mode,111
11177,"i can't hear you, stop whispering!",whisper_mode,111
11178,start using whisper mode,whisper_mode,111
11179,stop using the whisper mode,whisper_mode,111
11180,engage whisper mode now,whisper_mode,111
11181,can you go to the whisper voice,whisper_mode,111
11182,go back to normal mode please,whisper_mode,111
11183,use the whisper voice,whisper_mode,111
11184,use your whispering voice,whisper_mode,111
11185,6 inch voices please,whisper_mode,111
11186,can you switch to whisper mode,whisper_mode,111
11187,i want whisper mode,whisper_mode,111
11188,please switch to whisper mode,whisper_mode,111
11189,would you mind switching to whisper mode,whisper_mode,111
11190,could you please switch to whisper mode,whisper_mode,111
11191,"if you don't mind, please switch to whisper mode",whisper_mode,111
11192,i need you to switch to whisper mode,whisper_mode,111
11193,i want you to switch to whisper mode,whisper_mode,111
11194,talk in whisper voice,whisper_mode,111
11195,please whisper,whisper_mode,111
11196,please use whisper,whisper_mode,111
11197,please talk quietly,whisper_mode,111
11198,use whisper voice,whisper_mode,111
11199,turn to whisper mode,whisper_mode,111
11200,"please cancel what you are doing, i've changed my mind",cancel,112
11201,"never mind, cancel that",cancel,112
11202,"stop working on it, i need something else",cancel,112
11203,"cancel my last request, i know the answer",cancel,112
11204,"forget it, i do not need it anymore",cancel,112
11205,pause,cancel,112
11206,cancel that last thing,cancel,112
11207,silence,cancel,112
11208,quit,cancel,112
11209,mute,cancel,112
11210,stop,cancel,112
11211,stop and go back,cancel,112
11212,ai stop talking,cancel,112
11213,quiet now,cancel,112
11214,shhhh,cancel,112
11215,how do i make you stop talking,cancel,112
11216,can you be quiet please,cancel,112
11217,please stop doing what i asked,cancel,112
11218,please be quiet,cancel,112
11219,i would like you to stop what you were doing,cancel,112
11220,please cancel that last command,cancel,112
11221,can you cancel what you were doing,cancel,112
11222,can you cancel,cancel,112
11223,shut up!,cancel,112
11224,i need you to stop talking now,cancel,112
11225,i want you to quit the action,cancel,112
11226,discontinue please,cancel,112
11227,i don't want you to speak any more for now,cancel,112
11228,discontinue your current task,cancel,112
11229,abort please,cancel,112
11230,quit the current action please,cancel,112
11231,forget my previous command,cancel,112
11232,abort the current action,cancel,112
11233,actually forget that i don't need it,cancel,112
11234,quit what you are doing,cancel,112
11235,"sorry, you can actually stop that",cancel,112
11236,"i actually don't want this anymore, please abort",cancel,112
11237,please cancel your present task,cancel,112
11238,"that's enough, don't say anymore please",cancel,112
11239,i want you to stop your present action,cancel,112
11240,stop talking please,cancel,112
11241,"what you are doing is not actually helpful, please cancel the action",cancel,112
11242,please stop,cancel,112
11243,cancel action,cancel,112
11244,please cancel the input,cancel,112
11245,"ai, stop talking",cancel,112
11246,"ai, shut up",cancel,112
11247,"ai, stop!",cancel,112
11248,please be quiet now,cancel,112
11249,terminate,cancel,112
11250,negate last command,cancel,112
11251,halt,cancel,112
11252,would you stop talking please,cancel,112
11253,please abandon the current job,cancel,112
11254,please abort the current task,cancel,112
11255,terminate current process,cancel,112
11256,i want you to cancel the current action,cancel,112
11257,abort,cancel,112
11258,please stop doing that,cancel,112
11259,abort running program,cancel,112
11260,don't continue with what you're doing,cancel,112
11261,oh shut the hell up would you,cancel,112
11262,destroy process,cancel,112
11263,please cancel that last task,cancel,112
11264,please refrain from carrying out the current task,cancel,112
11265,"ai, cancel that last request",cancel,112
11266,do not complete the task that i gave you,cancel,112
11267,"ai, please stop your current task",cancel,112
11268,"actually, cancel that command",cancel,112
11269,"nevermind, cancel that",cancel,112
11270,"actually, cancel that",cancel,112
11271,forget it,cancel,112
11272,cancel that,cancel,112
11273,don't do this process,cancel,112
11274,undo,cancel,112
11275,cancel current process,cancel,112
11276,undo this process,cancel,112
11277,just shut up,cancel,112
11278,stop that,cancel,112
11279,cancel that input,cancel,112
11280,"never mind, don't do that",cancel,112
11281,never mind,cancel,112
11282,stop doing that,cancel,112
11283,halt that immediately,cancel,112
11284,stop the process happening now,cancel,112
11285,"stop, i changed my mind",cancel,112
11286,cancel that last command,cancel,112
11287,oops cancel that,cancel,112
11288,can you stop,cancel,112
11289,could you stop talking for a second,cancel,112
11290,could you stop please,cancel,112
11291,can you switch off,cancel,112
11292,can you stop speaking,cancel,112
11293,can you please cancel,cancel,112
11294,can you end the task,cancel,112
11295,scratch,cancel,112
11296,refrain from talking,cancel,112
11297,halt the process,cancel,112
11298,no more talking,cancel,112
11299,i advise you to quit talking,cancel,112
11300,"to visit cambodia, do i need an international visa",international_visa,113
11301,do i need to get a visa to visit canada,international_visa,113
11302,will i need a visa to visit ireland,international_visa,113
11303,will i need a travel visa to go to canary islands,international_visa,113
11304,i want to visit portugal do i need a travel visa,international_visa,113
11305,i want to see paris will i need an international visa,international_visa,113
11306,"for travel to argentina, do i need to get a travel visa",international_visa,113
11307,will i have to apply for a visa if i want to visit mexico,international_visa,113
11308,to vacation to tel aviv do i need a travel visa,international_visa,113
11309,do i need to obtain a travel visa to go on vacation to places in eastern europe,international_visa,113
11310,would i need a tourist visa for brazil,international_visa,113
11311,do i need a tourist visa for europe,international_visa,113
11312,i want to know if i shouldget a tourist visa for italy,international_visa,113
11313,is it necessary to apply for a tourist visa for mexico,international_visa,113
11314,should i get a travel visa for spain,international_visa,113
11315,does moscow require travel visas to visit,international_visa,113
11316,would i need a travel visa to go to the congo,international_visa,113
11317,do i need an international visa to go to south korea,international_visa,113
11318,do i need an international visa to go to tibet,international_visa,113
11319,do i need an international visa to go to vietnam,international_visa,113
11320,do i need an international visa to go to hong kong,international_visa,113
11321,do i need an international visa to go to malaysia,international_visa,113
11322,i am going to travel to mexico soon; do i need to get a visa,international_visa,113
11323,i need to know if i must have an international visa to go to france,international_visa,113
11324,i'm going to jamaica next week; am i needing a visa,international_visa,113
11325,tell me whether i need an international visa to go to mexico,international_visa,113
11326,i'm going to mexico; do i need an international via,international_visa,113
11327,let me know if i need an international visa to go to sudan,international_visa,113
11328,am i in need of an international visa to go to france,international_visa,113
11329,do i need to get a visa for traveling to chile,international_visa,113
11330,do i need a visa to travel to jamaica,international_visa,113
11331,i need to know if i need a visa to travel to el salvador,international_visa,113
11332,would i need a visa if i want to travel to mexico,international_visa,113
11333,do i need a visa to travel to mexico,international_visa,113
11334,does mexico require me to have a visa to travel there,international_visa,113
11335,is a visa needed to go to mexico,international_visa,113
11336,if i want to travel to mexico do i need to get a visa,international_visa,113
11337,do i need a visa to scotland,international_visa,113
11338,do i need a visa to russia,international_visa,113
11339,do i need a visa for canada,international_visa,113
11340,do i need a travel visa to visit germany,international_visa,113
11341,i am going to russia and am wondering if i need a visa,international_visa,113
11342,do i need a travel visa to visit russia,international_visa,113
11343,do i need a travel visa to visit canada,international_visa,113
11344,i am going to germany soon do i need a visa,international_visa,113
11345,do i need a travel visa to visit japan,international_visa,113
11346,do i need to get a visa for russia,international_visa,113
11347,do i need a visa to go to greece,international_visa,113
11348,do i need a travel visa to visit china,international_visa,113
11349,do i need a visa for germany,international_visa,113
11350,do i need a visa to go to somewhere internationally,international_visa,113
11351,do i need a visa to spain,international_visa,113
11352,do i need an international visa to go to mexico,international_visa,113
11353,do i need an international visa to go to england,international_visa,113
11354,do i need an international visa to go to brazil,international_visa,113
11355,do i need an international visa to go to canada,international_visa,113
11356,do i need an international visa to go to spain,international_visa,113
11357,should i get a visa before going to cancun,international_visa,113
11358,is a visa required to visit cancun,international_visa,113
11359,will i need a visa to travel to cancun,international_visa,113
11360,do i need a visa to go to cancun,international_visa,113
11361,do i need a visa to travel to canada,international_visa,113
11362,does mexico travel require a visa,international_visa,113
11363,would i need to get a visa to go to ireland,international_visa,113
11364,"if i'm planning to go to the uk, do i need a visa",international_visa,113
11365,might i need to get a visa to travel to venezuela,international_visa,113
11366,"i'm going to be going to canada soon, do they require a visa for entry",international_visa,113
11367,do i need a visa to get into canada later this year,international_visa,113
11368,does travelling to that place require a visa,international_visa,113
11369,do i need a visa to go there,international_visa,113
11370,do i need a visa to leave the country,international_visa,113
11371,does international travel always require a visa,international_visa,113
11372,when does travelling require a visa,international_visa,113
11373,if i go to canada next month do i need a visa,international_visa,113
11374,do i need to bring a visa when i go to canada next month,international_visa,113
11375,"i'm going to canada soon, do i need a visa",international_visa,113
11376,what paperwork will i need to visit northern ireland,international_visa,113
11377,should i get a visa for crete,international_visa,113
11378,will i need a visa to go to moldova,international_visa,113
11379,does laos require a travel visa,international_visa,113
11380,do i need to apply for a visa to visit dnipro,international_visa,113
11381,israel has strict restrictions do i need a visa to travel there,international_visa,113
11382,visa's are hard to get do i need one when i travel to israel,international_visa,113
11383,i'm vacationing in israel will i need a visa,international_visa,113
11384,do i need a visa to travel to isreal,international_visa,113
11385,"i'm heading to israel soon, do i need a visa",international_visa,113
11386,do i have to have a visa to go to denmark,international_visa,113
11387,do i need a visa to go to cuba,international_visa,113
11388,do i have to have a visa to go to the cayman islands,international_visa,113
11389,does jamaica require a visa,international_visa,113
11390,what documents to i need to go to egypt,international_visa,113
11391,does france have their own version of a visa,international_visa,113
11392,does mexico require an international visa,international_visa,113
11393,does ireland require an international visa,international_visa,113
11394,do i need an international visa to enter canada,international_visa,113
11395,do i have to get an international visa before they'll let me in melbourne,international_visa,113
11396,must i have an international visa when travelling to russia,international_visa,113
11397,is an international visa needed to travel to z,international_visa,113
11398,"i want to go to korea, do i need an international visa",international_visa,113
11399,do i need to apply for a travel visa if i am going to bermuda,international_visa,113
11400,are there any specific shots i should get before traveling to england,vaccines,114
11401,what are the recommended shots to get before i travel to south korea,vaccines,114
11402,what are the recommended shots to get before i travel to england,vaccines,114
11403,are there recommendations to get any specific shots before i travel to germany,vaccines,114
11404,do i need certain shots before flying to eithiopia,vaccines,114
11405,what type of specific shots should i get before flying to south korea,vaccines,114
11406,are there specific shots i need before traveling to japan,vaccines,114
11407,is it recommended to get specific shots before i travel to japan,vaccines,114
11408,do i need specific shots before traveling to germany,vaccines,114
11409,is it recommended to get any shots before i travel to africa,vaccines,114
11410,how many vaccinations will i need to travel to asia,vaccines,114
11411,which countries require vaccinations before entering for travel,vaccines,114
11412,which types of vaccinations are required when leaving the united states,vaccines,114
11413,what are common illnesses i should be vaccinated against when leaving the united states,vaccines,114
11414,what are common vaccinations for someone travelling internationally,vaccines,114
11415,does travel to africa require any shots,vaccines,114
11416,do i need to protect myself with some shots for a trip to vietnam,vaccines,114
11417,do i need any shots if i travel to africa,vaccines,114
11418,would i need any immunization if i go to thailand,vaccines,114
11419,will i need immunization for a trip to turkey,vaccines,114
11420,can you tell me which shots i need for africa,vaccines,114
11421,do i need special shots to go to africa,vaccines,114
11422,how many shots do i need before i go to africa,vaccines,114
11423,what are the necessary shots for travel to africa,vaccines,114
11424,before i leave for mexico should i get some more vaccinations,vaccines,114
11425,what are the shots i need in order to travel to mexico,vaccines,114
11426,what shots do i need before heading to france,vaccines,114
11427,are there any shots i should get before going to south africa,vaccines,114
11428,do i need any vaccinations before going to indonesia,vaccines,114
11429,what vaccinations should i get if i go to nigeria,vaccines,114
11430,are vaccinations needed for trips to guana,vaccines,114
11431,should i get a vaccination before i go to katmandu,vaccines,114
11432,do i need to get vaccinated to go to thailand,vaccines,114
11433,which vaccinations are required to go to viet nam,vaccines,114
11434,is it recommended to get any specific shots before i travel to argentina,vaccines,114
11435,is it recommended to get any specific shots before i travel to canada,vaccines,114
11436,do i need a vaccination for spain,vaccines,114
11437,is it recommended to get any specific shots before i travel to norway,vaccines,114
11438,is it recommended to get any specific shots before i travel to japan,vaccines,114
11439,do i need a vaccination to go to europe,vaccines,114
11440,do i need a vaccination to go to greece,vaccines,114
11441,is it recommended to get any specific shots before i travel to iceland,vaccines,114
11442,do i need a vaccination to go to china,vaccines,114
11443,do i need vaccinations to travel overseas,vaccines,114
11444,do i need any shots before i go to south africa,vaccines,114
11445,should i get any shots before i go to kenya,vaccines,114
11446,is there a list of recommended shots to get before travelling to kenya,vaccines,114
11447,do i need to see the doctor for shots before i go to south africa,vaccines,114
11448,are there recommended vaccines to go there,vaccines,114
11449,are there shots required before going to south africa,vaccines,114
11450,what shots are recommended before traveling to kenya,vaccines,114
11451,do i need to get vaccines before my trip,vaccines,114
11452,"i'm going to south africa, do i need to get any shots first",vaccines,114
11453,should i get any shots before i go to south africa,vaccines,114
11454,tell me if i need any more vaccines if i go there,vaccines,114
11455,are any shots recommended before going to kenya,vaccines,114
11456,do i need to get shots before i go to kenya,vaccines,114
11457,what vaccines do i need before i travel there,vaccines,114
11458,are my vaccines up to date for going there,vaccines,114
11459,"do i need some shots, if i am traveling to china",vaccines,114
11460,do i need some vaccinations or anything if i'm going to eastern europe,vaccines,114
11461,i'm going to india do i need some shots,vaccines,114
11462,"if i'm going to africa, do i need some shots first",vaccines,114
11463,"i'm going to south africa, so should i get some vaccinations or anything",vaccines,114
11464,traveling to the uk am i going to need any specific shots,vaccines,114
11465,if i am going to the uk are any specific shots needed,vaccines,114
11466,are shots needed for uk travel,vaccines,114
11467,do i need any specific shots if i go to the uk,vaccines,114
11468,am i going to need vaccines for the trip,vaccines,114
11469,am i required to get a vaccine for this trip,vaccines,114
11470,will this trip require vaccines,vaccines,114
11471,if i travel to the uk do i need any shots,vaccines,114
11472,does my trip require vaccines,vaccines,114
11473,will i need vaccines for my trip,vaccines,114
11474,what shots do i need to get in order to travel to khartoum,vaccines,114
11475,do i have to get shots to travel to iraq,vaccines,114
11476,what shots are required to go out of the country,vaccines,114
11477,do i need shots to go to thailand,vaccines,114
11478,do you have a list of shots that i need for traveling to denmark,vaccines,114
11479,please tell me if i need any shots before i go to mexico,vaccines,114
11480,which shots do i need before i go to thailand,vaccines,114
11481,which shots do i need to get before i go to africa next week,vaccines,114
11482,do i need shots before i get to africa,vaccines,114
11483,can you tell me which vaccines i need to take before mexico,vaccines,114
11484,can you tell me if there are any shots that i am required to have before traveling to south africa,vaccines,114
11485,what shots do i need before traveling to malawi,vaccines,114
11486,please tell me what shots i am required to get to travel to india,vaccines,114
11487,are there any mandatory shots that i must get before my trip to jamaica,vaccines,114
11488,do i need to get any shots to travel to mexico,vaccines,114
11489,do i need vaccinations to travel there,vaccines,114
11490,are vaccinations required to travel there,vaccines,114
11491,are vaccinations necessary to go there,vaccines,114
11492,do i need to get vaccinations before i go,vaccines,114
11493,which vaccinations should i get before i go,vaccines,114
11494,i need a list of vaccinations for a trip to paris,vaccines,114
11495,list all the shots i need to travel to france,vaccines,114
11496,what vaccinations do i needs to travel to paris,vaccines,114
11497,what vaccinations are required to enter paris from outside the country,vaccines,114
11498,tell me what vaccinations i need to get into france,vaccines,114
11499,should i get any vaccines before going over to the uk,vaccines,114
11500,what is my vacation schedule look like,pto_balance,115
11501,can you explain to me what type of vacation days i have still,pto_balance,115
11502,what type of vacation schedule do i have left,pto_balance,115
11503,can i get vacation day totals i have left,pto_balance,115
11504,"how many vacation days do i have saved up, please",pto_balance,115
11505,how many vacation days do i have remaining,pto_balance,115
11506,how many vacation days do i have saved up,pto_balance,115
11507,"how many vacation days do i have remaining, please",pto_balance,115
11508,how many vacation days do i have left,pto_balance,115
11509,how many vacation days do i still have,pto_balance,115
11510,how many vacation days do i still get,pto_balance,115
11511,i want to know how much vacation time i can use,pto_balance,115
11512,do i have any vacation days to use,pto_balance,115
11513,tell me if i have any spare vacation days,pto_balance,115
11514,do i have any vacation time left,pto_balance,115
11515,do i have any vacation days left,pto_balance,115
11516,how many holiday days do i have left to use,pto_balance,115
11517,i want to know how many vacation days i can use,pto_balance,115
11518,how many vacation days do i have,pto_balance,115
11519,do i have any personal days left,pto_balance,115
11520,how many of my vacation days do i have remaining,pto_balance,115
11521,how many vacation hours do i have,pto_balance,115
11522,how much paid time off do i have saved,pto_balance,115
11523,how many days do i have left of pto,pto_balance,115
11524,how many day of my vacation are left for the year,pto_balance,115
11525,how many pto days do i have left,pto_balance,115
11526,how many pto days do i have for the year,pto_balance,115
11527,how many vacation days do i have for the year,pto_balance,115
11528,how many vacation days have i accrued,pto_balance,115
11529,can you tell me how much pto i still have,pto_balance,115
11530,what's the current amount of vacation owed to me,pto_balance,115
11531,what number of vacation days remain for me,pto_balance,115
11532,how many days can i slack off this year,pto_balance,115
11533,do i have enough vacation to take a european trip,pto_balance,115
11534,how much vacation am i currently entitled to,pto_balance,115
11535,what's the amount of pto i have left,pto_balance,115
11536,how much paid time off have i earned to date,pto_balance,115
11537,what pto time to i have remaining,pto_balance,115
11538,what's the current count of my pto days,pto_balance,115
11539,what's the count of vacation days i have left,pto_balance,115
11540,how much pto have i accrued,pto_balance,115
11541,"do i still have any pto days left, and if so, how many",pto_balance,115
11542,how much pto do i have left,pto_balance,115
11543,how much time off do i have left,pto_balance,115
11544,what's my vacation day total,pto_balance,115
11545,do i still have vacation days,pto_balance,115
11546,how many vacation days do i have to spend,pto_balance,115
11547,check how much pto i have left,pto_balance,115
11548,what's the status on my vacation days,pto_balance,115
11549,check days of pto,pto_balance,115
11550,what is the saved vacation time i have left,pto_balance,115
11551,how much time do i have for vacation saved,pto_balance,115
11552,how many days of vacation time do i have saved,pto_balance,115
11553,what is the amount of vacation days i have left,pto_balance,115
11554,how many saved days of vacation time do i have,pto_balance,115
11555,how many days for vacation do i have left,pto_balance,115
11556,hoe many vacation days are left for me,pto_balance,115
11557,how many days are left for me for vacation if i may ask,pto_balance,115
11558,how many days off for vacation do i have left,pto_balance,115
11559,how many vacation days do i have left this year,pto_balance,115
11560,how many vacation days do i have saved,pto_balance,115
11561,can you figure out how many vacation days i have left,pto_balance,115
11562,i have how many vacation days saved up,pto_balance,115
11563,i have how many vacation days left this year,pto_balance,115
11564,i have how many vacation days left,pto_balance,115
11565,how many days of vacation have i saved,pto_balance,115
11566,i've saved what number of days of vacation,pto_balance,115
11567,tell me the number of vacation days i have stored,pto_balance,115
11568,what's the number of remaining vacation days i have,pto_balance,115
11569,how many pto days do i have remaining,pto_balance,115
11570,what is my remaining pto days,pto_balance,115
11571,can you tell me the number of pto days i have left,pto_balance,115
11572,can you tell me the remaining time i have for pto,pto_balance,115
11573,do you know ho many vacation days i currently have,pto_balance,115
11574,would you please tell me how many vacation days i have,pto_balance,115
11575,please tell me how many vacation days i currently have,pto_balance,115
11576,could you tell me how many vacation days i have left,pto_balance,115
11577,how many days of vacation do i have,pto_balance,115
11578,how much vacation time have i accrued,pto_balance,115
11579,how many vacation hours have i accrued,pto_balance,115
11580,please calculate my vacation time,pto_balance,115
11581,i'd like to know how many vacation days i have,pto_balance,115
11582,i want to know how many vacation days i have,pto_balance,115
11583,what number of vacation days do i have,pto_balance,115
11584,tell me how many vacation days i have,pto_balance,115
11585,let me know the number of vacation days i have,pto_balance,115
11586,i need to know how many vacation days i have,pto_balance,115
11587,would you provide the number of vacation days i have,pto_balance,115
11588,provide me the number of vacation days i have,pto_balance,115
11589,how much pto do i have,pto_balance,115
11590,do i have any remaining pto days,pto_balance,115
11591,how much paid time off do i have,pto_balance,115
11592,do i have any pto days left,pto_balance,115
11593,do i have enough pto to take time off,pto_balance,115
11594,how many more vacation days do i have for the year,pto_balance,115
11595,tell me how many vacation days i have left,pto_balance,115
11596,how many more vacation days can i use this year,pto_balance,115
11597,how many vacation days are available to me,pto_balance,115
11598,how many more pto days are there for me,pto_balance,115
11599,let me know my vacation time,pto_balance,115
11600,"i'm at home, so where is the closest starbucks",directions,116
11601,what's the distance between home and the closest starbucks,directions,116
11602,is there a starbucks close to home,directions,116
11603,direct me to the closest starbucks near home,directions,116
11604,does home have a starbucks nearby,directions,116
11605,how do i get to the beach by bus,directions,116
11606,how do i get to the park on foot,directions,116
11607,how do i get to the train on foot,directions,116
11608,how do i get to the mall by bus,directions,116
11609,how to i get to the mall on foot,directions,116
11610,how do i get to the supermarket on foot,directions,116
11611,how do i get to the museum on foot,directions,116
11612,how do i get to the college by bus,directions,116
11613,how do i get to the hotel by bus,directions,116
11614,how do i get to the museum by bus,directions,116
11615,assist me to know how to get to target by bus,directions,116
11616,would you tell me how to get to walmart by bus,directions,116
11617,"i am needing you to tell me how to get to dallas, texas, by bus",directions,116
11618,i need to know how to get to target by bus,directions,116
11619,tell me how to get to target by bus,directions,116
11620,i need to know where the nearest place that has mountain dew is,directions,116
11621,how can i take a bus to dallas,directions,116
11622,what steps do i need to take to take a bus to detroit,directions,116
11623,how can i travel by bus to the grand canyon,directions,116
11624,direct me to the closest korean grocery,directions,116
11625,i want to visit chicago by bus what do i need to do,directions,116
11626,tell me where is the closest coffee shop,directions,116
11627,where can i find the mall closest to here,directions,116
11628,can you tell me where the nearest rest station to me is,directions,116
11629,i want to take a bus to mexico city how do i do that,directions,116
11630,let me know how to get to the starbucks nearby,directions,116
11631,would you give me directions to the closest starbucks restaurant,directions,116
11632,how do i get to the closest starbucks,directions,116
11633,where is the closest starbucks,directions,116
11634,please give me directions to the nearest starbucks,directions,116
11635,could you tell me how to get to the statue of liberty by bus,directions,116
11636,"from here, how do i get to the statue of liberty by bus",directions,116
11637,i want to know how to get to statue of liberty by bus,directions,116
11638,how do i get to statue of liberty by bus,directions,116
11639,which bus should i take to get to the statue of liberty,directions,116
11640,how close is a gas station to mcdonalds,directions,116
11641,"i need to get to a church immediately, please take me to one!",directions,116
11642,take me to the nearest dairy queen,directions,116
11643,can i take a bus to the grand canyon,directions,116
11644,how do i get to the nearest post office,directions,116
11645,where's the nearest gas station,directions,116
11646,how would i walk to the liberty bell from here,directions,116
11647,find me the closest public bathroom,directions,116
11648,guide me to a laundromat near me,directions,116
11649,take me to the closest walmart,directions,116
11650,does the bus go to the washington monument,directions,116
11651,are there any furniture outlets near the mall,directions,116
11652,what's the best way to get to my bank by walking,directions,116
11653,can a bus get me to the statue of liberty,directions,116
11654,is a bar close to my church,directions,116
11655,how do i get to the statue of liberty on foot,directions,116
11656,what's the nearest ups store to walmart,directions,116
11657,is there a tire repair place near the post office,directions,116
11658,how do i get to the leaning tower by bus,directions,116
11659,what's the closest mcdonalds,directions,116
11660,what's the quickest way to a bank,directions,116
11661,i want to see the golden gate bridge and i'm walking on 5th street right now,directions,116
11662,is it possible to take the bus to the brooklyn bridge,directions,116
11663,give me directions to the nearest gas station,directions,116
11664,what's the direction for foot traffic to get to the eiffel tower,directions,116
11665,i need directions to get to olympia by bus,directions,116
11666,what are the directions to get to olympia by bus,directions,116
11667,do you know how i get to olympia by bus,directions,116
11668,is it possible to get to olympia by bus,directions,116
11669,is there a way to go by bus to olympia,directions,116
11670,i need an address for the closest starbucks to home,directions,116
11671,please tell me the location of the nearest target store,directions,116
11672,can you tell me where the atm closest to my current location is,directions,116
11673,"where is the nearest gas station to 20th and market streets, in philadelphia, pa",directions,116
11674,find me the location of the nearest gas station,directions,116
11675,"can you tell me the nearest wells fargo bank location to port authority, new york",directions,116
11676,please tell me the subway station nearest to madison square garden in new york,directions,116
11677,what are the nearest streets to the statue of liberty in new york,directions,116
11678,"search for the nearest atm to newark penn station, newark in new jersey",directions,116
11679,search for the nearest expressway to the airport,directions,116
11680,where is starbucks,directions,116
11681,starbucks near me,directions,116
11682,find me starbucks,directions,116
11683,what's the nearest starbucks,directions,116
11684,"where is the closest chevron gas station in columbus, ohio",directions,116
11685,where is the nearest denny's to gillette stadium,directions,116
11686,"where is the closest walmart to boise, idaho",directions,116
11687,where is the closest applebees to the empire state building,directions,116
11688,"where is the closest dog groomer in charlotte, north carolina",directions,116
11689,i want to know the nearest bank's location,directions,116
11690,i need to know the nearest bank's location,directions,116
11691,i want to get directions to the closest atm,directions,116
11692,i would like to know where the closest gas station is,directions,116
11693,i want directions to the closest atm,directions,116
11694,give me the location for the nearest bank,directions,116
11695,i need to know directions to the nearest gas station,directions,116
11696,can you tell me the nearest restaurant to me and give me directions,directions,116
11697,can you tell me the location of the nearest bank,directions,116
11698,where is the closest mcdonalds,directions,116
11699,how would i get to city hall via bus,directions,116
11700,what is the spelling of potato,spelling,117
11701,spell potato,spelling,117
11702,give me the spelling of potato,spelling,117
11703,spell out potato,spelling,117
11704,how do you spell tomato,spelling,117
11705,can you spell water,spelling,117
11706,how do you spell water,spelling,117
11707,how is water spelled,spelling,117
11708,water is spelled how,spelling,117
11709,spell water,spelling,117
11710,what's the letters in 'you' word like,spelling,117
11711,the word 'you' got how many letters,spelling,117
11712,how do you spell out university,spelling,117
11713,how do you spell out newspaper,spelling,117
11714,how do you spell out shepherd,spelling,117
11715,how do you spell out espresso,spelling,117
11716,how do you spell out wednesday,spelling,117
11717,"can you spell ""diatribe"" for me",spelling,117
11718,"spell ""requisite"" for me",spelling,117
11719,what's the right way to spell miscellaneous,spelling,117
11720,how do you spell syzygy,spelling,117
11721,tell me how to spell anonymous,spelling,117
11722,how is the word economy spelled,spelling,117
11723,can you spell out the word special for me,spelling,117
11724,i need to know how many r's are in restaurant,spelling,117
11725,i need to know how to spell excellent,spelling,117
11726,spell the word restaurant for me,spelling,117
11727,tell me how many p's are in apple,spelling,117
11728,how many e's are in sesame,spelling,117
11729,tell me how many a's are in magical,spelling,117
11730,what is the proper way to spell diamond,spelling,117
11731,do you know how many o's are in honor,spelling,117
11732,what's the right spelling of rambunctious,spelling,117
11733,how do i spell catheter,spelling,117
11734,can you tell me how to spell manipulation,spelling,117
11735,what is the correct spelling of judgment,spelling,117
11736,what's the spelling of cancer,spelling,117
11737,how do you spell antithesis,spelling,117
11738,how do i spell ambitious,spelling,117
11739,how do you spell verisimilitude,spelling,117
11740,how do you spell asian,spelling,117
11741,what's the spelling of multimedia,spelling,117
11742,can you tell me how to spell elephant,spelling,117
11743,how do you spell hotdog,spelling,117
11744,can you spell hamburger,spelling,117
11745,spell government,spelling,117
11746,tell me how to spell automobile,spelling,117
